ID_ENTIDAD,ENTIDAD,TOTAL_CONSERVACION,PROGRAMA_CONSERVACION
30,VERACRUZ,2167165,Reconstrucción
30,VERACRUZ,2167165,Reconstrucción
30,VERACRUZ,2167165,Reconstrucción
30,VERACRUZ,854900,Reconstrucción
30,VERACRUZ,37285713,Conservación Periódica
30,VERACRUZ,29830269,Conservación Periódica
30,VERACRUZ,24805298,Conservación Periódica
30,VERACRUZ,41428701,Conservación Periódica
30,VERACRUZ,43203100,Conservación Periódica
30,VERACRUZ,23791324,Conservación Periódica
30,VERACRUZ,12517155,Conservación Periódica
30,VERACRUZ,13810131,Conservación Periódica
30,VERACRUZ,10510841,Conservación Periódica
30,VERACRUZ,30853006,Conservación Periódica
30,VERACRUZ,20093703,Conservación Periódica
30,VERACRUZ,19180916,Conservación Periódica
30,VERACRUZ,19001338,Conservación Periódica
30,VERACRUZ,9632798,Conservación Periódica
30,VERACRUZ,20148228,Conservación Periódica
30,VERACRUZ,26837180,Conservación Periódica
30,VERACRUZ,4277968,Conservación Periódica
30,VERACRUZ,11184092,Conservación Periódica
30,VERACRUZ,9608712,Conservación Periódica
30,VERACRUZ,143648321,Conservación Rutinaria
30,VERACRUZ,12035970,Conservación Rutinaria
30,VERACRUZ,7582270,Conservación Rutinaria
30,VERACRUZ,6982127,Conservación Rutinaria
30,VERACRUZ,11399420,Conservación Rutinaria
30,VERACRUZ,7116417,Conservación Rutinaria
30,VERACRUZ,13529537,Conservación Rutinaria
30,VERACRUZ,7111105,Conservación Rutinaria
30,VERACRUZ,9094009,Conservación Rutinaria
30,VERACRUZ,7424239,Conservación Rutinaria
30,VERACRUZ,8174966,Conservación Rutinaria
30,VERACRUZ,6788367,Conservación Rutinaria
30,VERACRUZ,7120474,Conservación Rutinaria
30,VERACRUZ,7890527,Conservación Rutinaria
30,VERACRUZ,7479099,Conservación Rutinaria
30,VERACRUZ,10662767,Conservación Rutinaria
30,VERACRUZ,13257020,Conservación Rutinaria
30,VERACRUZ,178507,Conservación Rutinaria
30,VERACRUZ,315003,Conservación Rutinaria
30,VERACRUZ,51482,Conservación Rutinaria
30,VERACRUZ,66232,Conservación Rutinaria
30,VERACRUZ,206568,Conservación Rutinaria
30,VERACRUZ,90795,Conservación Rutinaria
30,VERACRUZ,80923,Conservación Rutinaria
30,VERACRUZ,121139,Conservación Rutinaria
30,VERACRUZ,61529,Conservación Rutinaria
30,VERACRUZ,187364,Conservación Rutinaria
30,VERACRUZ,109020,Conservación Rutinaria
30,VERACRUZ,240510,Conservación Rutinaria
30,VERACRUZ,44227,Conservación Rutinaria
30,VERACRUZ,44227,Conservación Rutinaria
30,VERACRUZ,74686,Conservación Rutinaria
30,VERACRUZ,0,Conservación Rutinaria
30,VERACRUZ,41022,Conservación Rutinaria
30,VERACRUZ,70609,Conservación Rutinaria
30,VERACRUZ,70609,Conservación Rutinaria
30,VERACRUZ,0,Conservación Rutinaria
30,VERACRUZ,87549,Conservación Rutinaria
30,VERACRUZ,186506,Conservación Rutinaria
30,VERACRUZ,137083,Conservación Rutinaria
30,VERACRUZ,372378,Conservación Rutinaria
30,VERACRUZ,170811,Conservación Rutinaria
30,VERACRUZ,225833,Conservación Rutinaria
30,VERACRUZ,232259,Conservación Rutinaria
30,VERACRUZ,193701,Conservación Rutinaria
30,VERACRUZ,204525,Conservación Rutinaria
30,VERACRUZ,219340,Conservación Rutinaria
30,VERACRUZ,0,Conservación Rutinaria
30,VERACRUZ,118091,Conservación Rutinaria
30,VERACRUZ,11793976,Conservación Rutinaria
30,VERACRUZ,18430979,Señalamiento
30,VERACRUZ,3614707,Señalamiento
30,VERACRUZ,2813684,Señalamiento
30,VERACRUZ,2462384,Señalamiento
30,VERACRUZ,3144654,Señalamiento
30,VERACRUZ,3592409,Señalamiento
30,VERACRUZ,2803138,Señalamiento
30,VERACRUZ,352341,Señalamiento
30,VERACRUZ,7258430,Señalamiento
30,VERACRUZ,310424,Señalamiento
30,VERACRUZ,6987457,Señalamiento
30,VERACRUZ,7500000,Señalamiento
30,VERACRUZ,278457,Señalamiento
30,VERACRUZ,5841160,Conservación Rutinaria
30,VERACRUZ,4311439,Conservación Rutinaria
30,VERACRUZ,5436224,Conservación Rutinaria
30,VERACRUZ,50099,Conservación Rutinaria
30,VERACRUZ,10000000,Otros Subprogramas
30,VERACRUZ,5774012,Otros Subprogramas
30,VERACRUZ,2684882,Otros Subprogramas
30,VERACRUZ,2836529,Otros Subprogramas
30,VERACRUZ,159469900,Coparticipación FONDEN
30,VERACRUZ,2430134,Coparticipación FONDEN
30,VERACRUZ,41994078,Contratos Plurianuales de Conservación de Carreteras
31,YUCATAN,17567808,Conservación Periódica
31,YUCATAN,23497200,Conservación Periódica
31,YUCATAN,17622880,Conservación Periódica
31,YUCATAN,17506281,Conservación Periódica
31,YUCATAN,1590074,Conservación Periódica
31,YUCATAN,16398452,Conservación Periódica
31,YUCATAN,6483810,Conservación Periódica
31,YUCATAN,8044536,Conservación Periódica
31,YUCATAN,8298500,Conservación Periódica
31,YUCATAN,13852728,Conservación Periódica
31,YUCATAN,34025112,Conservación Periódica
31,YUCATAN,12279590,Conservación Periódica
31,YUCATAN,2937930,Conservación Periódica
31,YUCATAN,85102659,Conservación Rutinaria
31,YUCATAN,9704587,Conservación Rutinaria
31,YUCATAN,8619626,Conservación Rutinaria
31,YUCATAN,8659165,Conservación Rutinaria
31,YUCATAN,8606278,Conservación Rutinaria
31,YUCATAN,8714354,Conservación Rutinaria
31,YUCATAN,8008790,Conservación Rutinaria
31,YUCATAN,8273010,Conservación Rutinaria
31,YUCATAN,8006615,Conservación Rutinaria
31,YUCATAN,7295467,Conservación Rutinaria
31,YUCATAN,9214762,Conservación Rutinaria
31,YUCATAN,55156,Conservación Rutinaria
31,YUCATAN,48153,Conservación Rutinaria
31,YUCATAN,47354,Conservación Rutinaria
31,YUCATAN,5153290,Conservación Rutinaria
31,YUCATAN,37458418,Señalamiento
31,YUCATAN,3361991,Señalamiento
31,YUCATAN,4225744,Señalamiento
31,YUCATAN,10457905,Señalamiento
31,YUCATAN,14957410,Señalamiento
31,YUCATAN,2130225,Señalamiento
31,YUCATAN,2325140,Señalamiento
31,YUCATAN,4091420,Señalamiento
31,YUCATAN,12105403,Señalamiento
31,YUCATAN,1499401,Conservación Rutinaria
31,YUCATAN,693409,Otros Subprogramas
31,YUCATAN,3404220,Otros Subprogramas
32,ZACATECAS,9295627,Reconstrucción
32,ZACATECAS,4006161,Reconstrucción
32,ZACATECAS,3462891,Reconstrucción
32,ZACATECAS,3829345,Reconstrucción
32,ZACATECAS,7405865,Reconstrucción
32,ZACATECAS,17132838,Conservación Periódica
32,ZACATECAS,22968463,Conservación Periódica
32,ZACATECAS,19239518,Conservación Periódica
32,ZACATECAS,13281853,Conservación Periódica
32,ZACATECAS,13341001,Conservación Periódica
32,ZACATECAS,14302868,Conservación Periódica
32,ZACATECAS,14448839,Conservación Periódica
32,ZACATECAS,9719893,Conservación Periódica
32,ZACATECAS,1296516,Conservación Periódica
32,ZACATECAS,11358013,Conservación Periódica
32,ZACATECAS,11395064,Conservación Periódica
32,ZACATECAS,6553426,Conservación Periódica
32,ZACATECAS,2577010,Conservación Periódica
32,ZACATECAS,5131258,Conservación Periódica
32,ZACATECAS,15665800,Conservación Periódica
32,ZACATECAS,10899942,Conservación Periódica
32,ZACATECAS,7640021,Conservación Periódica
32,ZACATECAS,118678009,Conservación Rutinaria
32,ZACATECAS,9599956,Conservación Rutinaria
32,ZACATECAS,9499702,Conservación Rutinaria
32,ZACATECAS,8997455,Conservación Rutinaria
32,ZACATECAS,9599781,Conservación Rutinaria
32,ZACATECAS,9494129,Conservación Rutinaria
32,ZACATECAS,9849996,Conservación Rutinaria
32,ZACATECAS,9707071,Conservación Rutinaria
32,ZACATECAS,9599319,Conservación Rutinaria
32,ZACATECAS,8341640,Conservación Rutinaria
32,ZACATECAS,8499919,Conservación Rutinaria
32,ZACATECAS,8599486,Conservación Rutinaria
32,ZACATECAS,8882853,Conservación Rutinaria
32,ZACATECAS,8006698,Conservación Rutinaria
32,ZACATECAS,1481175,Conservación Rutinaria
32,ZACATECAS,5184510,Conservación Rutinaria
32,ZACATECAS,48743788,Señalamiento
32,ZACATECAS,18139333,Señalamiento
32,ZACATECAS,16273333,Señalamiento
32,ZACATECAS,14331121,Señalamiento
32,ZACATECAS,10121238,Señalamiento
32,ZACATECAS,8811651,Señalamiento
32,ZACATECAS,8198623,Señalamiento
32,ZACATECAS,9142286,Señalamiento
32,ZACATECAS,6094560,Conservación Rutinaria
32,ZACATECAS,5716600,Conservación Rutinaria
32,ZACATECAS,1633732,Otros Subprogramas
32,ZACATECAS,2625802,Otros Subprogramas
32,ZACATECAS,2625802,Otros Subprogramas
